Date_As_Of,Rank_As_Of,YTD_Rank,Last_Week_Rank,Title,Type,Netflix_Exclusive,Release_Date,Days_in_top_10,Viewership_Score
2020-05-04,10,9,-,The Half of It,Movie,Yes,01-May-20,2,3
2020-05-05,1,2,2,Outer Banks,TV Show,Yes,15-Apr-20,20,166
2020-05-05,2,1,-,Dangerous Lies,Movie,Yes,30-Apr-20,5,48
2020-05-05,3,3,-,Hollywood,TV Show,Yes,01-May-20,3,21
2020-05-05,4,5,6,Never Have I Ever,TV Show,Yes,27-Apr-20,8,65
2020-05-05,5,4,-,All Day and a Night,Movie,Yes,01-May-20,4,22
2020-05-05,6,7,-,Den of Thieves,Movie,,01-May-20,3,13
2020-05-05,7,6,1,Extraction,Movie,Yes,24-Apr-20,11,89
2020-05-05,8,-,-,Arctic Dogs,Movie,,04-May-20,1,3
2020-05-05,9,9,3,The Last Kingdom,TV Show,,10-Jul-16,9,41
2020-05-05,10,8,-,Murder to Mercy: The Cyntoi…,Movie,Yes,29-Apr-20,6,25
2020-05-06,1,1,3,Outer Banks,TV Show,Yes,15-Apr-20,21,176
2020-05-06,2,3,-,Hollywood,TV Show,Yes,01-May-20,4,30
2020-05-06,3,8,-,Arctic Dogs,Movie,,04-May-20,2,11
2020-05-06,4,2,-,Dangerous Lies,Movie,Yes,30-Apr-20,6,55
2020-05-06,5,4,2,Never Have I Ever,TV Show,Yes,27-Apr-20,9,71
2020-05-06,6,-,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,05-May-20,1,5
2020-05-06,7,5,-,All Day and a Night,Movie,Yes,01-May-20,5,26
2020-05-06,8,6,-,Den of Thieves,Movie,,01-May-20,4,16
2020-05-06,9,7,1,Extraction,Movie,Yes,24-Apr-20,12,91
2020-05-06,10,9,4,The Last Kingdom,TV Show,,10-Jul-16,10,42
2020-05-07,1,1,3,Outer Banks,TV Show,Yes,15-Apr-20,22,186
2020-05-07,2,2,-,Hollywood,TV Show,Yes,01-May-20,5,39
2020-05-07,3,6,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,05-May-20,2,13
2020-05-07,4,5,1,Never Have I Ever,TV Show,Yes,27-Apr-20,10,78
2020-05-07,5,-,-,Becoming,Movie,Yes,06-May-20,1,6
2020-05-07,6,4,-,Dangerous Lies,Movie,Yes,30-Apr-20,7,60
2020-05-07,7,-,-,Workinâ Moms,TV Show,Yes,22-Feb-19,1,4
2020-05-07,8,3,-,Arctic Dogs,Movie,,04-May-20,3,14
2020-05-07,9,8,-,Den of Thieves,Movie,,01-May-20,5,18
2020-05-07,10,7,-,All Day and a Night,Movie,Yes,01-May-20,6,27
2020-05-08,1,1,3,Outer Banks,TV Show,Yes,15-Apr-20,23,196
2020-05-08,2,2,-,Hollywood,TV Show,Yes,01-May-20,6,48
2020-05-08,3,5,-,Becoming,Movie,Yes,06-May-20,2,14
2020-05-08,4,7,-,Workinâ Moms,TV Show,Yes,22-Feb-19,2,11
2020-05-08,5,3,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,05-May-20,3,19
2020-05-08,6,4,1,Never Have I Ever,TV Show,Yes,27-Apr-20,11,83
2020-05-08,7,9,-,Den of Thieves,Movie,,01-May-20,6,22
2020-05-08,8,8,-,Arctic Dogs,Movie,,04-May-20,4,17
2020-05-08,9,6,2,Dangerous Lies,Movie,Yes,30-Apr-20,8,62
2020-05-08,10,-,9,Ozark,TV Show,Yes,21-Jul-17,37,247
2020-05-09,1,-,-,Dead to Me,TV Show,Yes,03-May-19,1,10
2020-05-09,2,1,3,Outer Banks,TV Show,Yes,15-Apr-20,24,205
2020-05-09,3,2,-,Hollywood,TV Show,Yes,01-May-20,7,56
2020-05-09,4,4,-,Workinâ Moms,TV Show,Yes,22-Feb-19,3,18
2020-05-09,5,3,-,Becoming,Movie,Yes,06-May-20,3,20
2020-05-09,6,-,-,Sleepless,Movie,,09-May-20,1,5
2020-05-09,7,6,2,Never Have I Ever,TV Show,Yes,27-Apr-20,12,87
2020-05-09,8,5,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,05-May-20,4,22
2020-05-09,9,7,-,Den of Thieves,Movie,,01-May-20,7,24
2020-05-09,10,-,-,Too Hot to Handle,TV Show,Yes,17-Apr-20,15,88
2020-05-10,1,1,-,Dead to Me,TV Show,Yes,03-May-19,2,20
2020-05-10,2,2,3,Outer Banks,TV Show,Yes,15-Apr-20,25,214
2020-05-10,3,6,-,Sleepless,Movie,,09-May-20,2,13
2020-05-10,4,3,6,Hollywood,TV Show,Yes,01-May-20,8,63
2020-05-10,5,5,-,Becoming,Movie,Yes,06-May-20,4,26
2020-05-10,6,4,-,Workinâ Moms,TV Show,Yes,22-Feb-19,4,23
2020-05-10,7,9,7,Den of Thieves,Movie,,01-May-20,8,28
2020-05-10,8,8,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,05-May-20,5,25
2020-05-10,9,-,4,Extraction,Movie,Yes,24-Apr-20,13,93
2020-05-10,10,7,2,Never Have I Ever,TV Show,Yes,27-Apr-20,13,88
2020-05-11,1,1,-,Dead to Me,TV Show,Yes,03-May-19,3,30
2020-05-11,2,2,2,Outer Banks,TV Show,Yes,15-Apr-20,26,223
2020-05-11,3,-,-,John Henry,Movie,,09-May-20,1,8
2020-05-11,4,3,-,Sleepless,Movie,,09-May-20,3,20
2020-05-11,5,4,3,Hollywood,TV Show,Yes,01-May-20,9,69
2020-05-11,6,5,-,Becoming,Movie,Yes,06-May-20,5,31
2020-05-11,7,9,6,Extraction,Movie,Yes,24-Apr-20,14,97
2020-05-11,8,7,7,Den of Thieves,Movie,,01-May-20,9,31
2020-05-11,9,6,-,Workinâ Moms,TV Show,Yes,22-Feb-19,5,25
2020-05-11,10,-,-,Ozark,TV Show,Yes,21-Jul-17,38,248
2020-05-12,1,1,-,Dead to Me,TV Show,Yes,03-May-19,4,40
2020-05-12,2,3,-,John Henry,Movie,,09-May-20,2,17
2020-05-12,3,2,1,Outer Banks,TV Show,Yes,15-Apr-20,27,231
2020-05-12,4,4,-,Sleepless,Movie,,09-May-20,4,27
2020-05-12,5,5,3,Hollywood,TV Show,Yes,01-May-20,10,75
2020-05-12,6,-,-,Greyâs Anatomy,TV Show,,15-Sep-14,1,5
2020-05-12,7,10,-,Ozark,TV Show,Yes,21-Jul-17,39,252
2020-05-12,8,9,-,Workinâ Moms,TV Show,Yes,22-Feb-19,6,28
2020-05-12,9,-,4,Never Have I Ever,TV Show,Yes,27-Apr-20,14,90
2020-05-12,10,-,9,The Last Kingdom,TV Show,,10-Jul-16,11,43
2020-05-13,1,1,-,Dead to Me,TV Show,Yes,03-May-19,5,50
2020-05-13,2,2,-,John Henry,Movie,,09-May-20,3,26
2020-05-13,3,3,1,Outer Banks,TV Show,Yes,15-Apr-20,28,239
2020-05-13,4,4,-,Sleepless,Movie,,09-May-20,5,34
2020-05-13,5,-,-,Have a Good Trip: Adventure…,Movie,Yes,11-May-20,1,6
2020-05-13,6,6,-,Greyâs Anatomy,TV Show,,15-Sep-14,2,10
2020-05-13,7,-,-,Trial by Media,TV Show,Yes,11-May-20,1,4
2020-05-13,8,5,2,Hollywood,TV Show,Yes,01-May-20,11,78
2020-05-13,9,7,-,Ozark,TV Show,Yes,21-Jul-17,40,254
2020-05-13,10,-,-,House at the End of the Street,Movie,,08-May-13,1,1
2020-05-14,1,1,-,Dead to Me,TV Show,Yes,03-May-19,6,60
2020-05-14,2,-,-,The Wrong Missy,Movie,Yes,13-May-20,1,9
2020-05-14,3,3,1,Outer Banks,TV Show,Yes,15-Apr-20,29,247
2020-05-14,4,2,-,John Henry,Movie,,09-May-20,4,33
2020-05-14,5,7,-,Trial by Media,TV Show,Yes,11-May-20,2,10
2020-05-14,6,5,-,Have a Good Trip: Adventure…,Movie,Yes,11-May-20,2,11
2020-05-14,7,6,-,Greyâs Anatomy,TV Show,,15-Sep-14,3,14
2020-05-14,8,4,-,Sleepless,Movie,,09-May-20,6,37
2020-05-14,9,9,-,Ozark,TV Show,Yes,21-Jul-17,41,256
2020-05-14,10,8,2,Hollywood,TV Show,Yes,01-May-20,12,79
2020-05-15,1,2,-,The Wrong Missy,Movie,Yes,13-May-20,2,19
2020-05-15,2,1,-,Dead to Me,TV Show,Yes,03-May-19,7,69
2020-05-15,3,-,-,Riverdale,TV Show,,19-May-17,1,8
2020-05-15,4,3,1,Outer Banks,TV Show,Yes,15-Apr-20,30,254
2020-05-15,5,4,-,John Henry,Movie,,09-May-20,5,39
2020-05-15,6,5,-,Trial by Media,TV Show,Yes,11-May-20,3,15
2020-05-15,7,7,-,Greyâs Anatomy,TV Show,,15-Sep-14,4,18
2020-05-15,8,9,10,Ozark,TV Show,Yes,21-Jul-17,42,259
2020-05-15,9,6,-,Have a Good Trip: Adventure…,Movie,Yes,11-May-20,3,13
2020-05-15,10,10,2,Hollywood,TV Show,Yes,01-May-20,13,80
2020-05-16,1,1,-,The Wrong Missy,Movie,Yes,13-May-20,3,29
2020-05-16,2,2,1,Dead to Me,TV Show,Yes,03-May-19,8,78
2020-05-16,3,3,-,Riverdale,TV Show,,19-May-17,2,16
2020-05-16,4,4,2,Outer Banks,TV Show,Yes,15-Apr-20,31,261
2020-05-16,5,-,-,White Lines,TV Show,Yes,15-May-20,1,6
2020-05-16,6,5,-,John Henry,Movie,,09-May-20,6,44
2020-05-16,7,6,-,Trial by Media,TV Show,Yes,11-May-20,4,19
2020-05-16,8,7,-,Greyâs Anatomy,TV Show,,15-Sep-14,5,21
2020-05-16,9,8,-,Ozark,TV Show,Yes,21-Jul-17,43,261
2020-05-16,10,9,-,Have a Good Trip: Adventure…,Movie,Yes,11-May-20,4,14
2020-05-17,1,1,-,The Wrong Missy,Movie,Yes,13-May-20,4,39
2020-05-17,2,2,1,Dead to Me,TV Show,Yes,03-May-19,9,87
2020-05-17,3,3,-,Riverdale,TV Show,,19-May-17,3,24
2020-05-17,4,5,-,White Lines,TV Show,Yes,15-May-20,2,13
2020-05-17,5,4,2,Outer Banks,TV Show,Yes,15-Apr-20,32,267
2020-05-17,6,-,-,Public Enemies,Movie,,16-May-20,1,5
2020-05-17,7,6,-,John Henry,Movie,,09-May-20,7,48
2020-05-17,8,-,-,Magic for Humans,TV Show,Yes,17-Aug-18,1,3
2020-05-17,9,7,-,Trial by Media,TV Show,Yes,11-May-20,5,21
2020-05-17,10,10,-,Have a Good Trip: Adventure…,Movie,Yes,11-May-20,5,15
2020-05-18,1,1,-,The Wrong Missy,Movie,Yes,13-May-20,5,49
2020-05-18,2,2,1,Dead to Me,TV Show,Yes,03-May-19,10,96
2020-05-18,3,3,-,Riverdale,TV Show,,19-May-17,4,32
2020-05-18,4,6,-,Public Enemies,Movie,,16-May-20,2,12
2020-05-18,5,4,-,White Lines,TV Show,Yes,15-May-20,3,19
2020-05-18,6,5,2,Outer Banks,TV Show,Yes,15-Apr-20,33,272
2020-05-18,7,-,-,Soul Surfer,Movie,,17-May-20,1,4
2020-05-18,8,8,-,Magic for Humans,TV Show,Yes,17-Aug-18,2,6
2020-05-18,9,7,3,John Henry,Movie,,09-May-20,8,50
2020-05-18,10,9,-,Trial by Media,TV Show,Yes,11-May-20,6,22
2020-05-19,1,-,-,Avatar: The Last Airbender,TV Show,,15-May-20,1,10
2020-05-19,2,1,-,The Wrong Missy,Movie,Yes,13-May-20,6,58
2020-05-19,3,3,-,Riverdale,TV Show,,19-May-17,5,40
2020-05-19,4,2,1,Dead to Me,TV Show,Yes,03-May-19,11,103
2020-05-19,5,7,-,Soul Surfer,Movie,,17-May-20,2,10
2020-05-19,6,5,-,White Lines,TV Show,Yes,15-May-20,4,24
2020-05-19,7,6,3,Outer Banks,TV Show,Yes,15-Apr-20,34,276
2020-05-19,8,4,-,Public Enemies,Movie,,16-May-20,3,15
2020-05-19,9,8,-,Magic for Humans,TV Show,Yes,17-Aug-18,3,8
2020-05-19,10,-,7,Ozark,TV Show,Yes,21-Jul-17,44,262
2020-05-20,1,1,-,Avatar: The Last Airbender,TV Show,,15-May-20,2,20
2020-05-20,2,2,-,The Wrong Missy,Movie,Yes,13-May-20,7,67
2020-05-20,3,3,-,Riverdale,TV Show,,19-May-17,6,48
2020-05-20,4,4,1,Dead to Me,TV Show,Yes,03-May-19,12,110
2020-05-20,5,-,-,Sweet Magnolias,TV Show,Yes,19-May-20,1,6
2020-05-20,6,6,-,White Lines,TV Show,Yes,15-May-20,5,29
2020-05-20,7,7,3,Outer Banks,TV Show,Yes,15-Apr-20,35,280
2020-05-20,8,5,-,Soul Surfer,Movie,,17-May-20,3,13
2020-05-20,9,8,-,Public Enemies,Movie,,16-May-20,4,17
2020-05-20,10,9,-,Magic for Humans,TV Show,Yes,17-Aug-18,4,9
2020-05-21,1,1,-,Avatar: The Last Airbender,TV Show,,15-May-20,3,30
2020-05-21,2,5,-,Sweet Magnolias,TV Show,Yes,19-May-20,2,15
2020-05-21,3,3,-,Riverdale,TV Show,,19-May-17,7,56
2020-05-21,4,4,1,Dead to Me,TV Show,Yes,03-May-19,13,117
2020-05-21,5,2,2,The Wrong Missy,Movie,Yes,13-May-20,8,73
2020-05-21,6,-,-,The Flash,TV Show,,06-Oct-15,1,5
2020-05-21,7,6,-,White Lines,TV Show,Yes,15-May-20,6,33
2020-05-21,8,7,3,Outer Banks,TV Show,Yes,15-Apr-20,36,283
2020-05-21,9,8,-,Soul Surfer,Movie,,17-May-20,4,15
2020-05-21,10,9,-,Public Enemies,Movie,,16-May-20,5,18
2020-05-22,1,1,-,Avatar: The Last Airbender,TV Show,,15-May-20,4,40
2020-05-22,2,2,-,Sweet Magnolias,TV Show,Yes,19-May-20,3,24
2020-05-22,3,3,3,Riverdale,TV Show,,19-May-17,8,64
2020-05-22,4,4,2,Dead to Me,TV Show,Yes,03-May-19,14,124
2020-05-22,5,5,1,The Wrong Missy,Movie,Yes,13-May-20,9,79
2020-05-22,6,6,-,The Flash,TV Show,,06-Oct-15,2,10
2020-05-22,7,7,-,White Lines,TV Show,Yes,15-May-20,7,37
2020-05-22,8,8,4,Outer Banks,TV Show,Yes,15-Apr-20,37,286
2020-05-22,9,9,-,Soul Surfer,Movie,,17-May-20,5,17
2020-05-22,10,10,-,Public Enemies,Movie,,16-May-20,6,19
2020-05-23,1,1,-,Avatar: The Last Airbender,TV Show,,15-May-20,5,50
2020-05-23,2,2,-,Sweet Magnolias,TV Show,Yes,19-May-20,4,33
2020-05-23,3,-,-,The Lovebirds,Movie,Yes,22-May-20,1,8
2020-05-23,4,3,3,Riverdale,TV Show,,19-May-17,9,71
2020-05-23,5,4,2,Dead to Me,TV Show,Yes,03-May-19,15,130
2020-05-23,6,5,1,The Wrong Missy,Movie,Yes,13-May-20,10,84
2020-05-23,7,6,-,The Flash,TV Show,,06-Oct-15,3,14
2020-05-23,8,7,5,White Lines,TV Show,Yes,15-May-20,8,40
2020-05-23,9,8,4,Outer Banks,TV Show,Yes,15-Apr-20,38,288
2020-05-23,10,-,-,Just Go With It,Movie,,22-May-20,1,1
2020-05-24,1,2,-,Sweet Magnolias,TV Show,Yes,19-May-20,5,43
2020-05-24,2,1,-,Avatar: The Last Airbender,TV Show,,15-May-20,6,59
2020-05-24,3,3,-,The Lovebirds,Movie,Yes,22-May-20,2,16
2020-05-24,4,6,1,The Wrong Missy,Movie,Yes,13-May-20,11,91
2020-05-24,5,10,-,Just Go With It,Movie,,22-May-20,2,7
2020-05-24,6,5,2,Dead to Me,TV Show,Yes,03-May-19,16,135
2020-05-24,7,7,-,The Flash,TV Show,,06-Oct-15,4,18
2020-05-24,8,4,3,Riverdale,TV Show,,19-May-17,10,74
2020-05-24,9,8,4,White Lines,TV Show,Yes,15-May-20,9,42
2020-05-24,10,9,5,Outer Banks,TV Show,Yes,15-Apr-20,39,289
2020-05-25,1,1,-,Sweet Magnolias,TV Show,Yes,19-May-20,6,53
2020-05-25,2,2,-,Avatar: The Last Airbender,TV Show,,15-May-20,7,68
2020-05-25,3,3,-,The Lovebirds,Movie,Yes,22-May-20,3,24
2020-05-25,4,4,1,The Wrong Missy,Movie,Yes,13-May-20,12,98
2020-05-25,5,5,-,Just Go With It,Movie,,22-May-20,3,13
2020-05-25,6,6,2,Dead to Me,TV Show,Yes,03-May-19,17,140
2020-05-25,7,7,-,The Flash,TV Show,,06-Oct-15,5,22
2020-05-25,8,-,-,History 101,TV Show,Yes,22-May-20,1,3
2020-05-25,9,8,3,Riverdale,TV Show,,19-May-17,11,76
2020-05-25,10,9,5,White Lines,TV Show,Yes,15-May-20,10,43
2020-05-26,1,1,-,Sweet Magnolias,TV Show,Yes,19-May-20,7,63
2020-05-26,2,2,1,Avatar: The Last Airbender,TV Show,,15-May-20,8,77
2020-05-26,3,-,-,Uncut Gems,Movie,,25-May-20,1,8
2020-05-26,4,3,-,The Lovebirds,Movie,Yes,22-May-20,4,31
2020-05-26,5,8,-,History 101,TV Show,Yes,22-May-20,2,9
2020-05-26,6,5,-,Just Go With It,Movie,,22-May-20,4,18
2020-05-26,7,4,2,The Wrong Missy,Movie,Yes,13-May-20,13,102
2020-05-26,8,6,4,Dead to Me,TV Show,Yes,03-May-19,18,143
2020-05-26,9,9,3,Riverdale,TV Show,,19-May-17,12,78
2020-05-26,10,7,-,The Flash,TV Show,,06-Oct-15,6,23
2020-05-27,1,3,-,Uncut Gems,Movie,,25-May-20,2,18
2020-05-27,2,1,5,Sweet Magnolias,TV Show,Yes,19-May-20,8,72
2020-05-27,3,2,1,Avatar: The Last Airbender,TV Show,,15-May-20,9,85
2020-05-27,4,5,-,History 101,TV Show,Yes,22-May-20,3,16
2020-05-27,5,6,-,Just Go With It,Movie,,22-May-20,5,24
2020-05-27,6,8,4,Dead to Me,TV Show,Yes,03-May-19,19,148
2020-05-27,7,9,3,Riverdale,TV Show,,19-May-17,13,82
2020-05-27,8,4,-,The Lovebirds,Movie,Yes,22-May-20,5,34
2020-05-27,9,10,-,The Flash,TV Show,,06-Oct-15,7,25
2020-05-27,10,7,2,The Wrong Missy,Movie,Yes,13-May-20,14,103
2020-05-28,1,-,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,1,10
2020-05-28,2,1,-,Uncut Gems,Movie,,25-May-20,3,27
2020-05-28,3,2,2,Sweet Magnolias,TV Show,Yes,19-May-20,9,80
2020-05-28,4,3,1,Avatar: The Last Airbender,TV Show,,15-May-20,10,92
2020-05-28,5,6,4,Dead to Me,TV Show,Yes,03-May-19,20,154
2020-05-28,6,7,3,Riverdale,TV Show,,19-May-17,14,87
2020-05-28,7,4,-,History 101,TV Show,Yes,22-May-20,4,20
2020-05-28,8,5,-,Just Go With It,Movie,,22-May-20,6,27
2020-05-28,9,9,6,The Flash,TV Show,,06-Oct-15,8,27
2020-05-28,10,8,-,The Lovebirds,Movie,Yes,22-May-20,6,35
2020-05-29,1,1,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,2,20
2020-05-29,2,2,-,Uncut Gems,Movie,,25-May-20,4,36
2020-05-29,3,3,2,Sweet Magnolias,TV Show,Yes,19-May-20,10,88
2020-05-29,4,4,1,Avatar: The Last Airbender,TV Show,,15-May-20,11,99
2020-05-29,5,5,4,Dead to Me,TV Show,Yes,03-May-19,21,160
2020-05-29,6,6,3,Riverdale,TV Show,,19-May-17,15,92
2020-05-29,7,7,-,History 101,TV Show,Yes,22-May-20,5,24
2020-05-29,8,9,6,The Flash,TV Show,,06-Oct-15,9,30
2020-05-29,9,8,-,Just Go With It,Movie,,22-May-20,7,29
2020-05-29,10,-,8,Outer Banks,TV Show,Yes,15-Apr-20,40,290
2020-05-30,1,-,-,Space Force,TV Show,Yes,29-May-20,1,10
2020-05-30,2,1,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,3,29
2020-05-30,3,2,-,Uncut Gems,Movie,,25-May-20,5,44
2020-05-30,4,3,2,Sweet Magnolias,TV Show,Yes,19-May-20,11,95
2020-05-30,5,4,1,Avatar: The Last Airbender,TV Show,,15-May-20,12,105
2020-05-30,6,5,5,Dead to Me,TV Show,Yes,03-May-19,22,165
2020-05-30,7,6,4,Riverdale,TV Show,,19-May-17,16,96
2020-05-30,8,8,7,The Flash,TV Show,,06-Oct-15,10,33
2020-05-30,9,9,10,Just Go With It,Movie,,22-May-20,8,31
2020-05-30,10,7,-,History 101,TV Show,Yes,22-May-20,6,25
2020-05-31,1,1,-,Space Force,TV Show,Yes,29-May-20,2,20
2020-05-31,2,2,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,4,38
2020-05-31,3,3,-,Uncut Gems,Movie,,25-May-20,6,52
2020-05-31,4,4,1,Sweet Magnolias,TV Show,Yes,19-May-20,12,102
2020-05-31,5,5,2,Avatar: The Last Airbender,TV Show,,15-May-20,13,111
2020-05-31,6,6,6,Dead to Me,TV Show,Yes,03-May-19,23,170
2020-05-31,7,9,5,Just Go With It,Movie,,22-May-20,9,35
2020-05-31,8,7,8,Riverdale,TV Show,,19-May-17,17,99
2020-05-31,9,8,7,The Flash,TV Show,,06-Oct-15,11,35
2020-05-31,10,10,-,History 101,TV Show,Yes,22-May-20,7,26
2020-06-01,1,1,-,Space Force,TV Show,Yes,29-May-20,3,30
2020-06-01,2,2,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,5,47
2020-06-01,3,4,1,Sweet Magnolias,TV Show,Yes,19-May-20,13,110
2020-06-01,4,3,-,Uncut Gems,Movie,,25-May-20,7,59
2020-06-01,5,5,2,Avatar: The Last Airbender,TV Show,,15-May-20,14,117
2020-06-01,6,6,6,Dead to Me,TV Show,Yes,03-May-19,24,175
2020-06-01,7,8,9,Riverdale,TV Show,,19-May-17,18,103
2020-06-01,8,7,5,Just Go With It,Movie,,22-May-20,10,38
2020-06-01,9,10,8,History 101,TV Show,Yes,22-May-20,8,28
2020-06-01,10,9,7,The Flash,TV Show,,06-Oct-15,12,36
2020-06-02,1,1,-,Space Force,TV Show,Yes,29-May-20,4,40
2020-06-02,2,2,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,6,56
2020-06-02,3,3,1,Sweet Magnolias,TV Show,Yes,19-May-20,14,118
2020-06-02,4,5,2,Avatar: The Last Airbender,TV Show,,15-May-20,15,124
2020-06-02,5,4,3,Uncut Gems,Movie,,25-May-20,8,65
2020-06-02,6,7,9,Riverdale,TV Show,,19-May-17,19,108
2020-06-02,7,6,8,Dead to Me,TV Show,Yes,03-May-19,25,179
2020-06-02,8,-,-,The Healer,Movie,,01-Jun-20,1,3
2020-06-02,9,10,10,The Flash,TV Show,,06-Oct-15,13,38
2020-06-02,10,-,-,Outer Banks,TV Show,Yes,15-Apr-20,41,291
2020-06-03,1,1,-,Space Force,TV Show,Yes,29-May-20,5,50
2020-06-03,2,2,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,7,65
2020-06-03,3,-,-,Fuller House,TV Show,Yes,26-Feb-16,1,8
2020-06-03,4,3,2,Sweet Magnolias,TV Show,Yes,19-May-20,15,125
2020-06-03,5,4,3,Avatar: The Last Airbender,TV Show,,15-May-20,16,130
2020-06-03,6,8,-,The Healer,Movie,,01-Jun-20,2,8
2020-06-03,7,-,-,The Help,Movie,,01-Jun-20,1,4
2020-06-03,8,-,-,Clueless,Movie,,01-Jan-14,1,3
2020-06-03,9,5,1,Uncut Gems,Movie,,25-May-20,9,67
2020-06-03,10,6,7,Riverdale,TV Show,,19-May-17,20,109
2020-06-04,1,1,-,Space Force,TV Show,Yes,29-May-20,6,60
2020-06-04,2,2,1,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,8,74
2020-06-04,3,3,-,Fuller House,TV Show,Yes,26-Feb-16,2,16
2020-06-04,4,4,3,Sweet Magnolias,TV Show,Yes,19-May-20,16,132
2020-06-04,5,5,4,Avatar: The Last Airbender,TV Show,,15-May-20,17,136
2020-06-04,6,7,-,The Help,Movie,,01-Jun-20,2,9
2020-06-04,7,6,-,The Healer,Movie,,01-Jun-20,3,12
2020-06-04,8,8,-,Clueless,Movie,,01-Jan-14,2,6
2020-06-04,9,9,2,Uncut Gems,Movie,,25-May-20,10,69
2020-06-04,10,10,6,Riverdale,TV Show,,19-May-17,21,110
2020-06-05,1,1,-,Space Force,TV Show,Yes,29-May-20,7,70
2020-06-05,2,2,1,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,9,83
2020-06-05,3,3,-,Fuller House,TV Show,Yes,26-Feb-16,3,24
2020-06-05,4,4,3,Sweet Magnolias,TV Show,Yes,19-May-20,17,139
2020-06-05,5,6,-,The Help,Movie,,01-Jun-20,3,15
2020-06-05,6,5,4,Avatar: The Last Airbender,TV Show,,15-May-20,18,141
2020-06-05,7,8,-,Clueless,Movie,,01-Jan-14,3,10
2020-06-05,8,7,-,The Healer,Movie,,01-Jun-20,4,15
2020-06-05,9,-,-,Cloudy with a Chance of Mea…,Movie,,02-Dec-18,1,2
2020-06-05,10,10,6,Riverdale,TV Show,,19-May-17,22,111
2020-06-06,1,-,-,13 Reasons Why,TV Show,Yes,31-Mar-17,1,10
2020-06-06,2,1,1,Space Force,TV Show,Yes,29-May-20,8,79
2020-06-06,3,2,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,10,91
2020-06-06,4,3,-,Fuller House,TV Show,Yes,26-Feb-16,4,31
2020-06-06,5,-,-,The Last Days of American C…,Movie,Yes,05-Jun-20,1,6
2020-06-06,6,9,-,Cloudy with a Chance of Mea…,Movie,,02-Dec-18,2,7
2020-06-06,7,6,5,Avatar: The Last Airbender,TV Show,,15-May-20,19,145
2020-06-06,8,4,4,Sweet Magnolias,TV Show,Yes,19-May-20,18,142
2020-06-06,9,5,-,The Help,Movie,,01-Jun-20,4,17
2020-06-06,10,7,-,Clueless,Movie,,01-Jan-14,4,11
2020-06-07,1,1,-,13 Reasons Why,TV Show,Yes,31-Mar-17,2,20
2020-06-07,2,2,1,Space Force,TV Show,Yes,29-May-20,9,88
2020-06-07,3,5,-,The Last Days of American C…,Movie,Yes,05-Jun-20,2,14
2020-06-07,4,3,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,11,98
2020-06-07,5,4,-,Fuller House,TV Show,Yes,26-Feb-16,5,37
2020-06-07,6,-,-,Queer Eye,TV Show,Yes,07-Feb-18,1,5
2020-06-07,7,6,-,Cloudy with a Chance of Mea…,Movie,,02-Dec-18,3,11
2020-06-07,8,7,5,Avatar: The Last Airbender,TV Show,,15-May-20,20,148
2020-06-07,9,9,-,The Help,Movie,,01-Jun-20,5,19
2020-06-07,10,8,4,Sweet Magnolias,TV Show,Yes,19-May-20,19,143
2020-06-08,1,1,-,13 Reasons Why,TV Show,Yes,31-Mar-17,3,30
2020-06-08,2,2,1,Space Force,TV Show,Yes,29-May-20,10,97
2020-06-08,3,3,-,The Last Days of American C…,Movie,Yes,05-Jun-20,3,22
2020-06-08,4,-,-,365 Days,Movie,Yes,07-Jul-20,1,7
2020-06-08,5,4,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,12,104
2020-06-08,6,6,-,Queer Eye,TV Show,Yes,07-Feb-18,2,10
2020-06-08,7,5,-,Fuller House,TV Show,Yes,26-Feb-16,6,41
2020-06-08,8,7,-,Cloudy with a Chance of Mea…,Movie,,02-Dec-18,4,14
2020-06-08,9,9,-,The Help,Movie,,01-Jun-20,6,21
2020-06-08,10,8,5,Avatar: The Last Airbender,TV Show,,15-May-20,21,149
2020-06-09,1,1,-,13 Reasons Why,TV Show,Yes,31-Mar-17,4,40
2020-06-09,2,4,-,365 Days,Movie,Yes,07-Jul-20,2,16
